City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,kruisfontein,-34.0033,24.7314,14.94,71,36,2.65,ZA,1712855612
365,anloga,5.7947,0.8973,29.42,77,100,7.11,GH,1712855612
366,uberaba,-19.7483,-47.9319,28.32,61,40,2.06,BR,1712855009
367,kasserine,35.1676,8.8365,14.31,38,100,1.97,TN,1712855613
368,nova sintra,14.8667,-24.7167,22.89,73,6,5.8,CV,1712855613
369,rimavska sobota,48.3828,20.0224,22.4,71,100,1.46,SK,1712855613
370,addiet canna,11.2667,37.4833,24.27,27,64,4.66,ET,1712855613
371,vesoul,47.5833,5.8333,16.45,70,88,1.71,FR,1712855613
372,indre arna,60.4247,5.4764,9.12,97,100,2.91,NO,1712855613
373,port macquarie,-31.4333,152.9167,15.5,91,12,3.93,AU,1712855412
374,mahina,-17.5065,-149.489,27.87,78,75,1.03,PF,1712855613
375,smederevska palanka,44.3655,20.9589,18.55,69,8,2.54,RS,1712855613
376,cedar city,37.6775,-113.0619,16.33,29,0,2.06,US,1712855359
377,neiafu,-18.65,-173.9833,25.38,94,20,0.0,TO,1712855390
378,khadan khak,30.7477,67.7085,18.83,31,94,2.88,PK,1712855613
379,dhromolaxia,34.8755,33.5868,20.41,81,20,2.06,CY,1712855613
380,bemidji,47.4736,-94.8803,10.05,66,100,1.54,US,1712855576
381,juan griego,11.0817,-63.9655,31.11,51,8,6.87,VE,1712855614
382,santa ana,33.7456,-117.8678,29.14,61,20,2.06,US,1712855614
383,kone,-21.0595,164.8658,22.69,90,99,1.27,NC,1712855614
384,katsuura,35.1333,140.3,14.37,79,100,3.66,JP,1712855446
385,bakanas,44.8081,76.2772,14.97,51,61,4.21,KZ,1712855614
386,wamba,8.9333,8.6,37.81,11,23,1.83,NG,1712855614
387,itaguai,-22.8522,-43.7753,27.37,70,48,4.08,BR,1712855440
388,kalmunai,7.4167,81.8167,27.89,81,76,3.92,LK,1712855614
389,north bend,43.4065,-124.2243,11.76,71,75,1.54,US,1712855614
390,zaraza,9.3503,-65.3245,38.18,23,15,2.83,VE,1712855614
391,yarkovo,57.4028,67.0786,0.16,68,72,3.01,RU,1712855614
392,pekanbaru,0.5333,101.45,26.18,100,100,1.54,ID,1712855320
393,mandal,25.45,74.5667,28.62,32,100,9.94,IN,1712855615
394,tepelene,40.2958,20.0192,18.35,79,100,2.1,AL,1712855615
395,natal,-5.795,-35.2094,32.36,66,20,5.14,BR,1712854909
396,okha,53.5739,142.9478,2.36,89,81,1.79,RU,1712855615
397,aur,8.1499,171.1687,27.48,80,100,9.89,MH,1712855615
398,touros,-5.1989,-35.4608,30.02,68,72,3.46,BR,1712855615
399,lymington,50.7577,-1.5443,16.64,88,94,5.72,GB,1712855615
400,kadhan,24.481,68.9859,29.1,47,1,7.05,PK,1712855615
401,yuli,9.6989,10.2744,38.55,5,16,2.16,NG,1712855615
402,puerto lempira,15.2667,-83.7667,32.67,52,70,5.52,HN,1712855615
403,ghadamis,30.1337,9.5007,26.58,19,9,7.57,LY,1712855615
404,sao vicente,-23.9631,-46.3919,29.1,56,85,2.68,BR,1712855444
405,tindouf,27.6711,-8.1474,34.72,6,0,2.82,DZ,1712855615
406,malvik,63.4333,10.6833,5.28,93,75,1.03,NO,1712855616
407,shache,38.4167,77.2406,19.84,15,16,4.27,CN,1712855616
408,tangalle,6.024,80.7911,26.66,85,83,3.61,LK,1712855616
409,palmer,42.1584,-72.3287,11.62,81,100,3.27,US,1712855616
410,arkhangel'sk,64.5401,40.5433,6.06,61,75,10.0,RU,1712855616
411,i-n-salah,27.1935,2.4607,29.74,11,0,8.52,DZ,1712855616
412,kill devil hills,36.0307,-75.676,21.0,85,100,7.2,US,1712855478
413,el calafate,-50.3408,-72.2768,8.09,51,10,1.99,AR,1712855328
414,colonia,50.9333,6.95,17.36,71,20,2.06,DE,1712855602
415,ploudalmezeau,48.5333,-4.65,16.82,68,0,5.66,FR,1712855617
416,paita,-5.0892,-81.1144,25.85,67,55,4.52,PE,1712855617
417,remontnoye,46.5614,43.6501,18.49,45,9,2.5,RU,1712855617
418,kwolla,8.9333,9.2833,38.69,6,25,2.14,NG,1712855617
419,federacion,-31.0062,-57.8996,23.66,63,45,6.82,AR,1712855385
420,khvoynaya,58.9,34.5333,8.98,53,47,5.17,RU,1712855617
421,dawei,14.0833,98.2,27.27,85,9,0.85,MM,1712855617
422,murray bridge,-35.1167,139.2667,11.3,83,1,1.94,AU,1712855617
423,mhamid,29.82,-5.72,31.86,5,2,2.64,MA,1712855617
424,lesnoy,57.6198,63.0784,4.22,72,100,5.6,RU,1712855376
425,remire-montjoly,4.9167,-52.2667,32.02,66,75,6.69,GF,1712855617
426,puerto deseado,-47.7503,-65.8938,12.17,40,0,2.01,AR,1712855617
427,buchach,49.0625,25.388,15.7,64,99,2.39,UA,1712855617
428,kingston,17.997,-76.7936,31.76,66,20,11.32,JM,1712855056
429,ambovombe,-25.1667,46.0833,22.1,80,100,4.37,MG,1712855618
430,kodiak,57.79,-152.4072,-2.27,86,100,2.06,US,1712855618
431,martapura,-3.4167,114.85,24.77,91,99,0.81,ID,1712855618
432,mahalapye,-23.1041,26.8142,22.01,46,25,6.89,BW,1712855618
433,taltal,-25.4,-70.4833,20.35,71,42,3.55,CL,1712855618
434,lautoka,-17.6167,177.4667,23.92,94,40,2.06,FJ,1712855618
435,luwuk,-0.9516,122.7875,21.65,86,100,2.25,ID,1712855618
436,serenje,-13.2325,30.2352,18.6,99,100,2.35,ZM,1712855618
437,fale old settlement,-9.3852,-171.2468,29.12,74,70,1.43,TK,1712855618
438,sapporo,43.0642,141.3469,5.95,58,100,3.08,JP,1712855562
439,rosebud,46.3333,-106.5839,9.44,54,100,3.58,US,1712855451
440,karratha,-20.7377,116.8463,27.3,71,0,4.35,AU,1712855619
441,anqing,30.5092,117.0506,18.27,94,100,0.8,CN,1712855415
442,cherokee,34.2668,-84.4499,22.61,93,100,3.09,US,1712855424
443,ape,57.5393,26.6929,11.51,57,100,6.2,LV,1712855619
444,sampang,-7.1872,113.2394,26.48,83,100,0.57,ID,1712855619
445,bu'aale,1.0833,42.5833,31.08,59,75,4.36,SO,1712855619
446,gizo,-8.103,156.8419,28.19,79,74,3.02,SB,1712855619
447,placido de castro,-10.3353,-67.1856,34.67,46,100,2.24,BR,1712855619
448,panaba,21.2833,-88.2667,31.24,48,66,6.2,MX,1712855619
449,rye,40.9807,-73.6837,16.81,77,100,4.12,US,1712855619
450,adelebsen,51.5833,9.75,16.29,81,100,1.38,DE,1712855620
451,kourou,5.1552,-52.6478,32.03,78,59,3.56,GF,1712855620
452,allegan,42.5292,-85.8553,11.3,91,100,2.24,US,1712855620
453,woolgoolga,-30.1106,153.2007,17.93,79,20,5.82,AU,1712855620
454,rikaze,29.25,88.8833,3.63,24,46,1.87,CN,1712855620
455,strathalbyn,-35.2667,138.9,12.28,89,3,1.24,AU,1712855620
456,port alfred,-33.5906,26.891,15.1,87,87,1.79,ZA,1712855365
457,maun,-19.9833,23.4167,24.39,26,96,3.16,BW,1712855620
458,peniche,39.3558,-9.3811,28.38,71,42,4.72,PT,1712855620
459,khilok,51.3674,110.4676,0.5,73,32,0.17,RU,1712855620
460,villa de cura,10.0386,-67.4894,32.36,24,42,0.23,VE,1712855620
461,severnoye,56.3491,78.3619,-5.01,81,72,2.68,RU,1712855621
462,bol,13.4586,14.7147,30.76,38,96,3.07,TD,1712855621
463,port douglas,-16.4833,145.4667,22.81,75,23,3.77,AU,1712855621
464,dolores,-36.3132,-57.6792,18.46,38,46,3.57,AR,1712855621
465,leh,34.1667,77.5833,-9.57,82,88,1.59,IN,1712855621
466,morehead city,34.7229,-76.726,20.57,86,100,8.94,US,1712855621
467,chonchi,-42.6128,-73.8092,16.56,47,0,1.29,CL,1712855621
468,coahuayana de hidalgo,18.7,-103.6583,30.55,39,0,3.08,MX,1712855621
469,kroya,-7.6331,109.2461,25.11,95,100,2.32,ID,1712855621
470,altai,46.3722,96.2583,0.39,63,61,11.33,MN,1712855622
471,labytnangi,66.6572,66.4183,-9.79,86,100,7.98,RU,1712855622
472,tabou,4.423,-7.3528,28.58,76,95,4.49,CI,1712855412
473,hasaki,35.7333,140.8333,14.22,71,100,3.82,JP,1712855397
474,flin flon,54.7682,-101.865,2.13,71,100,4.41,CA,1712855622
475,ha'il,27.5219,41.6907,23.01,28,0,3.09,SA,1712855622
476,enoch,37.7733,-113.0244,16.93,30,0,2.06,US,1712855622
477,constitucion,-35.3333,-72.4167,15.75,69,92,2.7,CL,1712855622
478,mournies,35.4764,24.0092,20.46,77,0,3.09,GR,1712855622
479,lazaro cardenas,17.9583,-102.2,28.45,56,0,3.38,MX,1712855588
480,dzhalagash,45.0833,64.6667,12.38,61,99,8.75,KZ,1712855622
481,mejit,10.2753,170.8646,26.54,76,100,9.24,MH,1712855623
482,sochi,43.6,39.7303,14.05,90,99,2.04,RU,1712855621
483,tara,56.8944,74.371,-4.5,76,77,2.87,RU,1712855623
484,petrozavodsk,61.7849,34.3469,7.7,75,10,12.07,RU,1712855408
485,hassi messaoud,31.6804,6.0729,22.82,24,1,5.89,DZ,1712855623
486,lobito,-12.3481,13.5456,26.3,86,59,3.04,AO,1712855623
487,flying fish cove,-10.4217,105.6791,26.82,89,75,4.12,CX,1712855623
488,selma,36.5708,-119.6121,23.48,68,0,2.06,US,1712855461
489,upington,-28.4478,21.2561,22.2,23,0,5.79,ZA,1712855623
490,robore,-18.3333,-59.75,25.05,100,100,0.0,BO,1712855623
491,male,4.1748,73.5089,29.97,89,75,1.54,MV,1712855623
492,huntsville,34.7304,-86.5861,21.89,78,40,6.17,US,1712855043
493,hilo,19.7297,-155.09,22.01,99,100,0.0,US,1712855577
494,strezhevoy,60.7333,77.5889,-14.46,92,97,1.34,RU,1712855624
495,kovur,14.4833,79.9833,27.4,77,0,4.1,IN,1712855624
496,peace river,56.2501,-117.286,8.13,37,98,2.4,CA,1712855624
497,shendi,16.6915,33.4341,32.59,6,13,4.2,SD,1712855624
498,cockburn town,21.4612,-71.1419,25.35,72,12,7.42,TC,1712855624
499,buka,40.8108,69.1986,17.71,63,100,2.59,UZ,1712855624
500,la rioja,42.25,-2.5,20.88,54,70,2.22,ES,1712855624
501,meadow lakes,61.6247,-149.6011,1.77,89,100,0.0,US,1712855624
502,mouila,-1.8685,11.0559,27.91,84,95,0.65,GA,1712855624
503,beira,-19.8436,34.8389,26.23,67,97,6.25,MZ,1712855431
504,belozersk,60.0326,37.7957,8.32,82,5,8.05,RU,1712855625
505,sosnovoborsk,56.1325,93.3589,1.25,74,100,3.56,RU,1712855625
506,addis ababa,9.025,38.7469,17.87,51,42,3.07,ET,1712855625
507,retreat,38.8245,-85.8533,18.79,85,96,4.02,US,1712855625
508,mao,39.8885,4.2658,16.31,67,20,9.26,ES,1712855421
509,naze,28.3667,129.4833,18.75,85,49,1.24,JP,1712855625
510,tweed heads,-28.1817,153.547,20.1,77,28,4.63,AU,1712855625
511,roma,43.2128,-75.4557,17.12,91,100,5.66,US,1712855625
512,ginir,7.1333,40.7,17.5,83,12,1.44,ET,1712855625
513,happy valley-goose bay,53.3168,-60.3315,8.7,43,14,4.9,CA,1712855625
514,newman,37.3138,-121.0208,23.34,65,45,0.69,US,1712855626
515,tezu,27.9167,96.1667,23.13,37,100,2.38,IN,1712855626
516,amos,48.5669,-78.1162,10.9,66,100,2.8,CA,1712855423
517,ola,59.5833,151.2833,-7.7,89,34,2.06,RU,1712855397
518,mont-tremblant,46.1949,-74.6264,9.77,92,100,3.51,CA,1712855408
519,dubbo,-32.25,148.6167,12.07,82,0,4.12,AU,1712855626
520,oban,56.4127,-5.4706,12.99,86,99,4.81,GB,1712855626
521,persembe,41.0656,37.7714,11.68,89,100,2.54,TR,1712855626
522,bathsheba,13.2167,-59.5167,31.34,62,20,7.72,BB,1712855626
523,baoshan,46.5586,131.4244,9.13,76,28,3.21,CN,1712855626
524,serchhip,23.3,92.8333,22.2,32,81,1.1,IN,1712855627
525,taikang,46.8333,124.4167,13.34,53,66,7.44,CN,1712855627
526,revda,56.801,59.9303,6.25,72,94,5.16,RU,1712855627
527,astara,38.5,48.6667,11.39,87,100,4.17,AZ,1712855627
528,moyale,3.5167,39.0584,23.36,73,39,1.77,KE,1712855627
529,valdes,36.7584,-4.2424,18.95,51,31,3.3,ES,1712855627
530,qamdo,31.1667,97.2333,0.3,50,94,1.67,CN,1712855627
531,ramban,33.25,75.25,14.88,66,55,3.96,IN,1712855627
532,akureyri,65.6835,-18.0878,1.55,98,100,1.28,IS,1712855334
533,soledar,48.6794,38.089,22.44,36,1,1.27,UA,1712855627
534,barra de santo antonio,-9.4047,-35.5072,31.6,68,87,4.06,BR,1712855627
535,zlatitsa,42.7167,24.1333,16.12,55,0,1.71,BG,1712855627
536,churapcha,62.0025,132.4325,-0.81,92,100,3.7,RU,1712855628
537,yaren,-0.5472,166.916,28.05,83,100,3.0,NR,1712855628
538,gaiman,-43.2897,-65.4929,17.51,23,98,5.43,AR,1712855450
539,palenque,17.5167,-91.9667,28.09,83,75,6.17,MX,1712855628
540,argo,37.6333,22.7333,17.88,48,100,2.68,GR,1712855628
541,mbandaka,0.0487,18.2603,28.38,65,96,0.86,CD,1712855628
542,kavaratti,10.5669,72.642,29.4,71,0,4.62,IN,1712855360
543,taulaga,-11.0553,-171.0883,29.28,74,51,1.73,AS,1712855628
544,makow mazowiecki,52.8649,21.1005,14.77,66,84,3.33,PL,1712855628
545,chanute,37.6792,-95.4572,17.06,36,0,9.77,US,1712855551
546,saynshand,44.8824,110.1163,11.59,35,81,1.88,MN,1712855628
547,santa elena de uairen,4.6167,-61.1333,31.86,32,40,1.56,VE,1712855629
548,rio grande,-32.035,-52.0986,22.06,58,100,6.78,BR,1712855629
549,lhuentse,27.6679,91.1839,13.71,89,100,0.5,BT,1712855477
550,iraquara,-12.2486,-41.6194,28.27,63,83,2.23,BR,1712855629
551,yacimiento rio turbio,-51.5732,-72.3508,6.66,57,0,2.06,AR,1712855629
552,huanggang,23.677,116.9996,21.55,85,42,0.65,CN,1712855629
553,iguape,-24.7081,-47.5553,26.63,74,98,3.97,BR,1712855612
554,maceio,-9.6658,-35.7353,31.69,70,40,5.14,BR,1712855629
555,empalme,27.9667,-110.8167,27.73,28,20,3.09,MX,1712855629
556,queenstown,-31.8976,26.8753,8.24,63,0,2.31,ZA,1712855629
557,horta,38.5333,-28.6333,16.12,91,40,3.58,PT,1712855629
558,pekan,3.4836,103.3996,26.57,85,100,3.11,MY,1712855629
559,alofi,-19.0595,-169.9187,21.94,94,40,0.51,NU,1712855429
560,jijiga,9.35,42.8,24.92,51,57,2.91,ET,1712855630
561,charters towers,-20.1,146.2667,16.65,72,0,2.37,AU,1712855441
562,taroa,8.7058,171.2275,27.31,79,88,9.35,MH,1712855630
563,san julian,21.0167,-102.1667,23.39,25,15,5.47,MX,1712855630
564,villa nueva,14.5269,-90.5875,29.51,53,40,7.2,GT,1712855336
565,durban,-29.8579,31.0292,19.61,58,0,8.7,ZA,1712855630
566,pitimbu,-7.4706,-34.8086,32.33,73,100,4.22,BR,1712855630
567,princeville,45.7668,-61.2985,10.73,67,1,2.68,CA,1712855630
568,padang,-0.9492,100.3543,28.03,80,100,2.57,ID,1712855446
569,ponta delgada,37.7333,-25.6667,18.44,82,20,3.09,PT,1712855630
570,gadzhiyevo,69.2551,33.3362,1.97,99,100,7.82,RU,1712855630
571,al ghayzah,16.2079,52.176,27.85,71,87,6.26,YE,1712855630
572,ulladulla,-35.35,150.4667,10.43,81,63,2.18,AU,1712855631
573,santo antonio,-6.3106,-35.4789,30.02,68,89,4.39,BR,1712855348
574,shubarshi,48.5872,57.1869,10.03,62,19,3.03,KZ,1712855631
575,morondava,-20.2833,44.2833,27.37,77,94,7.22,MG,1712855631
576,rawson,-43.3002,-65.1023,16.68,33,97,6.16,AR,1712855631
577,lensk,60.7253,114.9278,-10.56,95,100,2.51,RU,1712855631
578,mazyr,52.0495,29.2456,12.11,57,45,2.99,BY,1712855631
579,poronaysk,49.2167,143.1167,2.78,80,55,3.58,RU,1712855356
580,carbonear,47.7332,-53.2148,5.64,78,7,0.71,CA,1712855632
581,bafra,41.5678,35.9069,15.4,91,100,2.31,TR,1712855632
582,castillos,-34.1667,-53.8333,17.33,57,100,3.29,UY,1712855632
583,alghero,40.5589,8.3181,18.05,55,20,5.66,IT,1712855632
584,georgievka,49.3314,81.5761,2.24,89,100,4.92,KZ,1712855632
585,ronne,55.1009,14.7066,7.95,93,75,4.12,DK,1712855632
586,korla,41.7597,86.1469,18.81,21,45,3.27,CN,1712855412
587,montepuez,-13.1256,38.9997,22.72,91,95,1.05,MZ,1712855632
588,viqueque,-8.8673,126.3658,24.42,86,64,1.0,TL,1712855632
589,port victoria,0.0939,33.9756,23.08,77,29,3.52,KE,1712855632
590,fuyang,32.9,115.8167,16.03,97,99,1.36,CN,1712855632
591,keetmanshoop,-26.5833,18.1333,25.76,19,0,4.06,NA,1712855633
592,kundiawa,-6.0167,144.9667,17.53,99,100,1.18,PG,1712855633
593,kvissleby,62.2936,17.375,5.91,95,100,2.88,SE,1712855633
